Company,Country,Education,Employment Type,Experience,Id,Locality,Location,Postalcode,Posted At,Region,Salary,Skills,Title,Latitude,Longitude,Abbr,,,,,,
Bank of America,US,,FULL_TIME,At least 10 years experience.,7ffc438d-b9c7-5665-bd46-45b84a6c3ef6,New York,POINT(-74.00597000 40.71278000),,2021-04-21T15:18:39Z,NY,,"Equity Derivative, Hedge Funds, Futures, Capital Markets, Interest Rate Swap, Trading, Prime Brokerage, Portfolio Management, Credit Derivatives, Database Queries, Repurchase Agreements, Loans, Asset Management, Private Equity Fund, Risk Management, Credit Analysis, Analysis, Management",Counterparty Credit Risk Manager,40.71278,-74.00597,,,,,,,
ExecuNet,US,,FULL_TIME,At least 10 years experience.,a9fe01c2-3afa-5694-8f48-1fd9e9855876,New York,POINT(-74.00597000 40.71278000),,2021-05-04T05:11Z,NY,,"Leadership, Strategic Thinking, Coaching And Mentoring, Mentorship, Operational Excellence, Business Model, Product Quality Assurance, Testing, Driving, Amazon Web Services, Information Security",Chief Technology Officer,40.71278,-74.00597,,,,,,,
ExecuNet,US,,FULL_TIME,At least 10 years experience.,e5db6030-5f4c-5c9d-95ac-3d999064e27a,New York,POINT(-74.00597000 40.71278000),,2021-04-30T16:43:52Z,NY,,"Onboarding, Training, Performance Management, Recruitment, Complex Problem Solving, Inclusion, Leadership, Business Acumen, Communication, Management",VP of People,40.71278,-74.00597,,,,,,,
The TJX Companies Inc,US,,FULL_TIME,At least 2 years experience.,13269799-2c9d-5cf2-95a3-0c326d696cfc,Yonkers,POINT(-73.89875000 40.93121000),,2021-04-30T07:35:28Z,NY,,"Front End (Software Engineering), Front End (Automobile), Operations, Loss Prevention, Customer Service, Leadership, Human Resources, Merchandising, Retailing, Sales, Training",Assistant Store Manager,40.93121,-73.89875,,,,,,,
Nesco Resource,US,,FULL_TIME,At least 2 years experience.,430f1ddb-f8b3-5236-9a2e-046d80cd8695,Hamburg,POINT(-78.82948000 42.71589000),14075,2021-04-23T01:49:10Z,NY,$12.90 - $14.00 / hour,"Reports, Finished Good, Physical Inventory, Hardworking And Dedicated, Sewing, Apparel, Visual Inspections, Team-working",Sewer,42.71589,-78.82948,,,,,,,
Parallel Employment Group,US,,FULL_TIME,At least 2 years experience.,b086e8a5-987e-5e8c-a5c7-ab1fb27919de,North Tonawanda,POINT(-78.86420000 43.03867000),14120,2021-04-07T10:33:21Z,NY,"$31,200.00 - $33,280.00 / year","Self Motivation, Visual Acuity, Molding, Scrapers, Coordinating, Adobe Flash",Machine Operators,43.03867,-78.8642,,,,,,,
Kforce Finance and Accounting,US,,FULL_TIME,At least 2 years experience.,bda88445-324b-5fb6-a44c-d428ed08358d,New York,POINT(-74.00945000 40.73661000),10014,2021-04-21T11:58:37Z,NY,"$75,000.00 - $89,000.00 / year","Accounts Payable, Financial Statements, Accounts Receivable, Balance Sheet, Sales Tax, Bookkeeping, Accounting, Generally Accepted Accounting Principles, Accounting Records, QuickBooks (Accounting Software), Netsuite, Management, Lookup Table",Senior Corporate Accountant,40.73661,-74.00945,,,,,,,
ExecuNet,US,,FULL_TIME,At least 3 years experience.,6e46886c-67ce-5c43-83d1-d5f37b166635,New York,POINT(-74.00597000 40.71278000),,2021-04-29T00:43:14Z,NY,,"Administration, Capacity Planning, Management, Information Security, Operations, PostgreSQL, Operating Systems, Engineering, Platforming, Amazon Web Services, DevOps, Linux, Network Security, Scalability, Infrastructure",VP Engineering,40.71278,-74.00597,,,,,,,
Society Staffing,US,,FULL_TIME,At least 3 years experience.,27f41456-334f-5702-89a2-331f6e9b45e6,Bridgehampton,POINT(-72.30092000 40.93788000),11932,2021-04-29T16:52:53Z,NY,,"Housekeeping, Sanitation, Table Setting, Passionate, Managing Vendors","Private Cook/House Assistant, Live-out",40.93788,-72.30092,,,,,,,
First Student,US,,FULL_TIME,At least 3 years experience.,483e9324-f31b-5d61-8295-a864f42785b0,Ogdensburg,POINT(-75.48634000 44.69423000),13669,2021-04-09T20:53:22Z,NY,,"Scheduling, Finance, Presentations",Location Manager,44.69423,-75.48634,,,,,,,
Robert Half,US,,FULL_TIME,At least 3 years experience.,96281a54-9537-5d7e-91f1-9cf781b000e3,Latham,POINT(-73.76054000 42.74776000),12110,2021-04-14T16:37:23Z,NY,$22.16 - $25.66 / hour,"Office Management, Telecommunications, Mailroom, Project Management, Operations, Workflows, Management, Learning, Administration, Distribution (Business), Receptions, Word Processor",Mailroom Manager,42.74776,-73.76054,,,,,,,
Mackey Staffing & Co.,US,,FULL_TIME,At least 4 years experience.,26ee494c-a794-5591-916e-5d232954dee2,New York,POINT(-74.00597000 40.71278000),,2021-04-20T16:36:38Z,NY,"$90,000.00/ year","Industrial Relations, Training, Performance Management, Organization Development, Human Resources Information System (HRIS), Human Resources, Change Management, Decision Making, Management",Human Resources (HR) Manager,40.71278,-74.00597,,,,,,,
CFI Transport,US,,FULL_TIME,At least 5 years experience.,0ec459a1-9f91-50f2-b895-6f221a175931,Rochester,POINT(-77.60885000 43.15658000),,2021-04-22T00:41:28Z,NY,,"Testing, Certified Forensic Interviewer, Certified Flight Instructor, Driving","CDL-A Truck Driver - Average $64,000/Year - Recent Grads Welcome",43.15658,-77.60885,,,,,,,
CFI Transport,US,,FULL_TIME,At least 5 years experience.,1d997da9-0574-5d90-8dda-f65a2d85bdac,Brooklyn,POINT(-73.94416000 40.67818000),,2021-04-22T00:41:22Z,NY,,"Testing, Certified Forensic Interviewer, Certified Flight Instructor, Driving",Truck Driver - Reliable Home Time - Recent Grads Welcome,40.67818,-73.94416,,,,,,,
Society Staffing,US,,FULL_TIME,At least 5 years experience.,149945e4-65d9-5bf6-8c0d-2bd2a06a92e7,New York,POINT(-74.00597000 40.71278000),,2021-04-29T16:43:21Z,NY,,"Personal Care, Caregiving, Housekeeping, Extroverted, Hardworking And Dedicated, Time Management, Communication, Authorization (Medical), Scheduling, Emergency Handling","Caregiver / Housekeeper, Live-In",40.71278,-74.00597,,,,,,,
ExecuNet,US,,FULL_TIME,At least 5 years experience.,efd9dbd1-42a5-5349-92d5-3084d62cc5af,Brooklyn,POINT(-73.94416000 40.67818000),,2021-04-30T16:43:52Z,NY,,"Risk Management, Managing Client Expectations, Presentations, Metrics, Leadership, Project Management, Program Management, Process Improvements (Business), Management, Matrix Management, Timelines, Relationship Building, Social Skills, Portfolio Management, Agile Software Development, Methodologies, Governance, Communication, Written Communication",VP Client Programs,40.67818,-73.94416,,,,,,,
ExecuNet,US,,FULL_TIME,At least 5 years experience.,80a70aa1-6737-508a-aef7-a2c593215531,New York,POINT(-74.00597000 40.71278000),,2021-04-14T00:40:59Z,NY,,"Lead Generation, Marketing Operations, Business Marketing, Marketing, Field Marketing, Customer Relationship Management, Salesforce.Com, Management, Hubspot, Marketing Automation, Milestones, Hosting, Software As A Services, Wistia, Forecasting, Leadership, Operations, Templates, Integration, Web Conferencing",Head of Marketing Systems,40.71278,-74.00597,,,,,,,
RMS Computer Corporation,US,,FULL_TIME,At least 5 years experience.,0b9f3318-1c20-509d-8d9b-32447dbc4078,New York,POINT(-73.99329000 40.76026000),10036,2021-04-18T01:02:31Z,NY,,"Enhanced Data Rates For GSM Evolution, Enhanced Data GSM Environment, Information Technology, Recruitment, Investment Banking, Creativity, Team-working",Senior Technical Recruiter - Financial Services,40.76026,-73.99329,,,,,,,
System One,US,,FULL_TIME,At least 5 years experience.,7e8b3d42-c55c-501e-bfa2-7d574350b478,Rochester,POINT(-77.60635000 43.15812000),14604,2021-05-03T12:06:24Z,NY,,"Stamping (Metalworking), Computer Numerical Control (CNC), Forging, Laser Cutting, Casting, Injection Molding, Welding, Manufacturing, Coordinating, Warranty, Production Part Approval Process, Engineering, Quality Assurance, Manufacturing Processes, Milestones, Sourcing (Recruitment), Reports",Supplier Product Quality Development Engineer,43.15812,-77.60635,,,,,,,
Bank of America,US,,FULL_TIME,At least 5 years experience.,8d11d3b5-a4e4-5853-826b-974a0e782acd,New York,POINT(-74.00597000 40.71278000),,2021-04-09T16:00:20Z,NY,,"Mortgage Loans, Loans, Underwriting, Leasing (Contract Law), Real Estates, Finance, Due Diligence, Market Risk, Financial Statements, Investment Banking, Retailing, Financial Modeling, Cash Flows, Hospitality, Management","VP, CRE Product Specialist",40.71278,-74.00597,,,,,,,
ClearBridge Technology Group,US,,FULL_TIME,At least 5 years experience.,a0fde1a5-605f-5c6c-a219-08f44c4dd1cc,New York,POINT(-73.99916000 40.75368000),10001,2021-04-08T09:34:42Z,NY,"$130,000.00 - $175,000.00 / year","Border Gateway Protocol, Virtual Router Redundancy Protocols, Open Shortest Path First, Information Security, Network Security, Routing Protocols, Network Switches, Perl (Programming Language), Network Routing, Scripting, Network Engineering, Network Planning And Design, Python (Programming Language), Virtual Private LAN Services, Computer Networks, Networking, Technical Support",Sr Juniper Network Architect - (Remote in the NY/NJ/CT area),40.75368,-73.99916,,,,,,,
ExecuNet,US,,FULL_TIME,At least 7 years experience.,1dfb8458-6e59-5fb1-b6a6-be2faca3a960,New York,POINT(-74.00597000 40.71278000),,2021-04-20T00:42:41Z,NY,,"Industrial Relations, Onboarding, Benefits Administration, Compensation Management, Recruitment, Performance Management, Training, Retention Management, Immigration, Communication, Operations, Management, Emotional Intelligence, Attention To Detail, Leadership, Verbal Communication, Written Communication, Self Motivation, Investments, Operations Management, Training And Development, Laws, Foundations, Driving",Head of People Operations,40.71278,-74.00597,,,,,,,
The TJX Companies Inc,US,,FULL_TIME,No experience required.,69d858cc-bd96-5385-b47c-467abe83e5ce,New York,POINT(-73.96978000 40.75940000),10022,2021-04-30T07:34:22Z,NY,,"Aftersales, Lernen, Differentialgeometrie, Produkte Von Microsoft, Einzelhandel, Tk (Software), ENG (Electronic News Gathering)",Deputy Manager / stellvertretender Filialleiter (m/w/d) Österreichweit,40.7594,-73.96978,,,,,,,
Confidential,US,,FULL_TIME,No experience required.,d2951847-bd4b-5363-b07b-74af3b65af27,North Tonawanda,POINT(-78.86420000 43.03867000),14120,2021-04-26T12:42:02Z,NY,,"Client Rapport, Sales, Marketing, Business Development, Sales Management, Loyalty Programs, Market Research, Relationship Building, Social Skills, Interpersonal Skills, Human Resources, Passionate, Extroverted, Multitasking, Self Motivation, Hospitality, Coordinating, Customer Service, Management, Advertising, Communication, Friendliness, Customer Support, Training",Customer Support Representative Full Time,43.03867,-78.8642,,,,,,,
ExecuNet,US,,FULL_TIME,No experience required.,456a7b79-f6fd-5f31-9981-f3392bbce854,New York,POINT(-74.00597000 40.71278000),,2021-04-06T00:46:02Z,NY,,"Business Development, Sales Management, Consultative Selling, Customer Satisfaction, Selling Techniques, Strategic Management, Sales, Strategic Thinking, Budgeting, Management, Organizational Architecture, Forecasting, Leadership, Market Share, Ethics, Self Motivation, Advertising, Recruitment, Finance, Revenues, Methodologies, Communication",VP Enterprise Sales,40.71278,-74.00597,,,,,,,
Merrill Lynch,US,,FULL_TIME,No experience required.,059f1566-e9f3-54dc-a5dc-d0a2979be13a,New York,POINT(-74.00597000 40.71278000),,2021-04-09T16:05:19Z,NY,,"Securities (Finance), Coordinating, Customer Service, Administration, Wealth Management, Information Security",Wealth Management Specialist,40.71278,-74.00597,,,,,,,
Bankers Life,US,,FULL_TIME,No experience required.,86c3f1ee-e960-5d5b-a84d-29e51584a1ba,Corning,POINT(-77.05469000 42.14285000),14830,2021-04-20T01:03:49Z,NY,,"Self Motivation, Time Management, Success Driven, Coordinating, Networking, Passionate, Sales, Communication",Entry Level Sales - Training Provided,42.14285,-77.05469,,,,,,,
Clinical Management Consultants,US,,FULL_TIME,No experience required.,5ce1eb82-e363-535b-bf80-c95219bb4abb,Oneida,POINT(-75.64408000 43.05520000),13421,2021-04-29T18:14:54Z,NY,,,Labor and Delivery Nurse,43.0552,-75.64408,,,,,,,
Michael Page,US,,FULL_TIME,No experience required.,4e87b0ad-e3da-5b09-832c-1931e3b62335,New York,POINT(-74.00597000 40.71278000),,2021-04-19T11:22:41Z,NY,,"Communication, Management, Blogs, Marketing, Attention To Detail, Coordinating, Consulting, Finance, Reports",Partner Marketing Associate,40.71278,-74.00597,,,,,,,
Michael Page,US,,FULL_TIME,No experience required.,5425fda7-d579-57d6-aaa3-2d9e459cec93,New York,POINT(-74.00597000 40.71278000),,2021-05-01T02:35:56Z,NY,,"Governance, Auditing, Risk Management, Creativity, Analytical, Attention To Detail, Internal Auditing, Project Governance, Business Process, Infrastructure, Operations, Management, Investigation, Conflict Management, Communication, Microsoft Excel","Senior IT Auditor, Internal Audit - Financial Services Firm",40.71278,-74.00597,,,,,,,
MJHS,US,,FULL_TIME,No experience required.,7acb31af-7829-5a23-a3d0-09446c4d5015,New York,POINT(-74.01312000 40.70933000),10006,2021-04-13T02:14Z,NY,,"Home Care, Nursing Homes, Psychosocial, Hospice, Social Work","Bilingual Hospice Social Worker - $10,000 Sign On Bonus or Student Loan Assistance!!!",40.70933,-74.01312,,,,,,,
Labcorp,US,,FULL_TIME,No experience required.,85b405e8-02be-5ad6-8cbf-6d1c8011a29f,New York,POINT(-73.94480000 40.79164000),10029,2021-04-13T06:33:22Z,NY,,"Sales, Customer Satisfaction, Forecasting, Customer Support, Marketing, Customer Service, Creativity, Driving","Commercial Development Executive - New York, NY",40.79164,-73.9448,,,,,,,
IMMEDIATE HIRE,US,,FULL_TIME,No experience required.,bb52159f-f4ef-59e4-9b75-50218b6329a7,Utica,POINT(-75.23267000 43.10090000),,2021-04-26T12:42:07Z,NY,,"Passionate, Hardworking And Dedicated, Marketing, Management, Coaching And Mentoring, Sales, Advertising, Human Resources, Team-working, Training",Customer Relations Representative (Remote),43.1009,-75.23267,,,,,,,
BCforward,US,,FULL_TIME,No experience required.,79821590-faa2-55ec-9b6c-6ddd98636765,New York,POINT(-74.00597000 40.71278000),,2021-04-28T13:44:26Z,NY,,"Finance, Interpersonal Skills, Leadership, Banking, Management, Multitasking, Active Listening, Communication, Change Management, Program Management, Milestones",Program Manager,40.71278,-74.00597,,,,,,,
Best Version Media,US,,FULL_TIME,No experience required.,567f1d02-3b91-597f-b662-c5742a499c54,Garden City,POINT(-73.63429000 40.72677000),,2021-04-16T16:06:55Z,NY,,"Scheduling, Success Driven, Hardworking And Dedicated, Commercial Awareness, Advertising Sales, Sales, Business To Business",Sales Executive - B2B - In Person or Remote,40.72677,-73.63429,,,,,,,
Manpower,US,,FULL_TIME,No experience required.,6befed0a-24a8-5a33-8dc3-f3744c717880,Glen Cove,POINT(-73.63374000 40.86232000),,2021-04-23T19:11:36Z,NY,,"Passionate, Sanitation, Friendliness, Setting Appointments, Service Orientation, Platforming, Search (Computer Science), Operations, Commercial Cleaning, Hardworking And Dedicated, Painting, Management, Construction, Positive Attitude, Human Resources, Maintenance, Communication","Commercial cleaner needed in Glen Head, NY",40.86232,-73.63374,,,,,,,
Adecco USA,US,,FULL_TIME,No experience required.,7ddc4817-6aa9-5875-bc4f-368f596ab454,Dunkirk,POINT(-79.33393000 42.47950000),14048,2021-04-29T16:53:33Z,NY,$13.00/ hour,,3rd Shift Palletizer/Packer,42.4795,-79.33393,,,,,,,
Adecco USA,US,,FULL_TIME,No experience required.,fae91799-91a6-5020-97fe-eb9ce54159b9,Clarence,POINT(-78.57708000 42.98222000),,2021-04-06T16:57:03Z,NY,$14.00/ hour,"Recruitment, Warehousing, Packing",Warehouse Assembly Hiring Immediately,42.98222,-78.57708,,,,,,,
Nesco Resource,US,,FULL_TIME,No experience required.,108ce89e-c9ba-552e-a575-4dea7de07cdd,Rochester,POINT(-77.60885000 43.15658000),,2021-04-12T01:37:17Z,NY,$20.00 - $25.00 / hour,"Tapping, Micrometer, Maintenance, Management, Drilling, Optical Comparator, Complex Problem Solving, Testing, Instructions, Manufacturing, Training",Screw Machine Operator/TORNOS MULTI-DECO OPERATOR,43.15658,-77.60885,,,,,,,
IMMEDIATE HIRE,US,,FULL_TIME,No experience required.,2a66bd9b-d67c-5c7a-b9ff-2eac73dfdbdb,Newburgh,POINT(-74.01041000 41.50343000),12550,2021-04-13T11:49:39Z,NY,"$40,000.00 - $45,000.00 / year","Sales, Communication, Retailing, Management, Food Services, Social Skills, Hardworking And Dedicated, Marketing, Customer Service",Remote Hospitality / Customer Service Representative,41.50343,-74.01041,,,,,,,
Recruiting,US,,FULL_TIME,No experience required.,98b0169d-b14a-590e-a155-0f7ad46b6d6b,Baldwinsville,POINT(-76.33271000 43.15868000),13027,2021-04-13T11:49:38Z,NY,"$40,000.00 - $45,000.00 / year","Client Rapport, Customer Service, Self Motivation, Verbal Communication, Sales, Loyalty Programs, Multitasking, Professional Development",Remote Customer Service Representative,43.15868,-76.33271,,,,,,,
Bankers Life,US,,FULL_TIME,No experience required.,a9b6dde6-63ad-5435-9ac9-9f684e7ad73b,Buffalo,POINT(-78.70200000 42.97598000),14221,2021-05-03T01:04:26Z,NY,,"Customer Service, Life Insurance Sales, Insurance, Communication, Sales, Retail Sales, Insurance Policies, Finance",Sales Management and Entry Level Sales,42.97598,-78.702,,,,,,,
Evolution International Inc.,US,,FULL_TIME,No experience required.,4e40bcdd-54db-5c3b-bd77-de8bed62d028,New York,POINT(-73.98878000 40.75814000),10036,2021-04-30T08:30:20Z,NY,"$38,000.00 - $55,000.00 / year","Business Development, Sales, Account Management, Hardworking And Dedicated, Curiosity, Success Driven, Market Development, Marketing, Management, Communication, Management Training, Passionate, Customer Service, Coordinating, Training",ASAP Hire!! Entry Level Marketing and Customer Service Rep,40.75814,-73.98878,,,,,,,
Sears Home Services,US,,FULL_TIME,Up to 1 year experience.,7e491cf4-d0d0-5804-9fb8-92e36c2cab1a,The Bronx,POINT(-73.89969000 40.88367000),10463,2021-04-16T00:58:10Z,NY,,"Consumer Engagement, Spanish Language, English Language, Positive Attitude, Selling Techniques, Scheduling, Learning","Home Improvement Consultant 363 (Bronx, NY)",40.88367,-73.89969,,,,,,,
Sears Home Services,US,,FULL_TIME,Up to 1 year experience.,ecfbdd11-0dc8-5f39-846e-d46852e02619,Westbury,POINT(-73.55518000 40.77695000),11590,2021-04-17T01:01:26Z,NY,,"Consumer Engagement, Spanish Language, English Language, Positive Attitude, Selling Techniques, Scheduling, Learning","Home Improvement Consultant 112 (Westbury, NY)",40.77695,-73.55518,,,,,,,
BG Multifamily,US,,FULL_TIME,,a69e6c10-48e5-5c91-938e-1f09bba95729,Columbus,POINT(-82.99879000 39.96117000),,2021-04-09T01:03:07Z,OH,,"Reports, Service-Orientation, Painting, Furnishing, Hardworking And Dedicated, Friendliness, Reliability, Attention To Detail, Customer Service, Construction, Maintenance",Handyman / General Maintenance,39.96117,-82.99879,,,,,,,
"Aspen Careers, LLC",US,,FULL_TIME,,6fea918a-159f-5409-abaf-f5adb959038d,New Albany,POINT(-82.79358000 40.09037000),,2021-04-30T08:34:46Z,OH,,,Litigation Associate Attorney,40.09037,-82.79358,,,,,,,
Jackson Nurse Professionals,US,,FULL_TIME,,9512139e-ff15-5f3a-b014-65e4f142032a,Cleveland,POINT(-81.67268000 41.49080000),44101,2021-04-30T18:10:34Z,OH,,"Surgical Procedures, Advanced Cardiovascular Life Support (ACLS), Basic Life Support, Medical Records, Hospitals, Acute Care",Registered Nurse - OR - 13 Week Contract,41.4908,-81.67268,,,,,,,
Express Employment Professionals,US,,FULL_TIME,,4843c672-fab7-5eb0-a4e2-517582b71f59,Batavia,POINT(-84.17688000 39.07701000),45103,2021-04-26T01:22:09Z,OH,,,D shift Packer Project,39.07701,-84.17688,,,,,,,
